sseqid	sseq_name
CR727434.2	Tetraodon nigroviridis full-length cDNA
KF092824.1	Uncultured bacterium clone nck168e10c1 16S ribosomal RNA gene, partial sequence
U85144.1	Unidentified eukaryote clone ACK-DE32 16S chloroplast ribosomal RNA, chloroplast gene, partial sequence
NM_001311198.2	Homo sapiens adaptor related protein complex 2 subunit mu 1 (AP2M1), transcript variant 3, mRNA
AC197820.8	Macaca mulatta BAC CH250-426H12 (Children's Hospital Oakland Research Institute Rhesus macaque Adult Male BAC Library) complete sequence
XM_045461382.1	PREDICTED: Leopardus geoffroyi actin beta (ACTB), mRNA
NG_034061.1	Homo sapiens cadherin EGF LAG seven-pass G-type receptor 3 (CELSR3), RefSeqGene on chromosome 3
JF499869.1	Toxicocladosporium pseudoveloxum strain CPC 18274 28S ribosomal RNA gene, partial sequence
AC083870.2	Homo sapiens chromosome 7 clone RP11-248K17, complete sequence
MK583495.1	Mycolicibacterium mucogenicum strain ArASM329T 16S ribosomal RNA gene, partial sequence
GQ064776.1	Uncultured bacterium clone nbw79c11c1 16S ribosomal RNA gene, partial sequence
XR_006621585.1	PREDICTED: Hordeum vulgare subsp. vulgare 18S ribosomal RNA (LOC123424095), rRNA
GU925476.1	Uncultured bacterium clone F5K2Q4C04J296D 23S ribosomal RNA gene, partial sequence
XM_045390794.1	PREDICTED: Macaca fascicularis cell division control protein 42 homolog (LOC102125726), mRNA
AC025918.7	Homo sapiens chromosome 15 clone RP11-313H3 map 15q21.3, complete sequence
FN562425.4	Amoebozoa sp. SZA36 18S rRNA gene, isolate SZA36
EU552078.1	Uncultured bacterium isolate DGGE gel band 7 16S ribosomal RNA gene, partial sequence
KF758572.1	Aureobasidium sp. SN-2014 small subunit ribosomal RNA gene, partial sequence
AL512355.6	Human chromosome 14 DNA sequence BAC R-1087P8 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence
XM_005583988.3	PREDICTED: Macaca fascicularis ribosomal protein L23 (RPL23), mRNA
NM_001377392.2	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 14, mRNA
BC108270.1	Homo sapiens hypothetical LOC100126582, mRNA (cDNA clone MGC:103008 IMAGE:4776745), complete cds
XM_017158026.2	PREDICTED: Drosophila takahashii actin, larval muscle (LOC108068440), mRNA
HE655060.1	Diderma niveum partial 28S rRNA gene, isolate It-K66
XR_006401954.1	PREDICTED: Thunnus albacares 5S ribosomal RNA (LOC122977736), rRNA
HG813247.1	Listeria monocytogenes R479a chromosome, complete genome
JQ999809.1	Uncultured Burkholderiales bacterium clone GKJWQY101AJ47L 23S ribosomal RNA gene, partial sequence
EF209788.1	Propalticus sp. UPOL 002211 voucher UPOL002211 18S ribosomal RNA gene, partial sequence
HG994971.1	Eimeria tenella genome assembly, chromosome: 11
XM_005592023.3	PREDICTED: Macaca fascicularis ring finger and SPRY domain containing 1 (RSPRY1), transcript variant X5, mRNA
XM_005592813.3	PREDICTED: Macaca fascicularis ribosomal protein L13 (RPL13), mRNA
DQ508418.1	Pherbellia cinerella 28S ribosomal RNA gene, partial sequence
NG_005328.5	Homo sapiens twinfilin 1 pseudogene 1 (TWF1P1) on chromosome 17
AC183786.2	Pan troglodytes BAC clone CH251-286M22 from chromosome 7, complete sequence
DQ297751.1	Ploesoma truncatus 28S ribosomal RNA gene, partial sequence
AK075362.1	Homo sapiens cDNA PSEC0048 fis, clone NT2RP2000028, highly similar to Serine protease 23 precursor (EC 3.4.21.-)
AC213359.2	Pongo abelii BAC clone CH276-415A12 from chromosome unknown, complete sequence
XR_006029724.1	PREDICTED: Alosa sapidissima 5S ribosomal RNA (LOC121703388), rRNA
AK296614.1	Homo sapiens cDNA FLJ52527 complete cds, highly similar to Renin receptor precursor
XM_008994671.3	PREDICTED: Callithrix jacchus eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), transcript variant X1, mRNA
AM946808.1	uncultured Glomus partial 18S rRNA gene, clone 2AmA_fa
AM180901.2	Uncultured Acidobacteria bacterium partial 23S rRNA gene, clone LS_LKC21_kan5
HG994419.1	Canis lupus genome assembly, chromosome: 35
OL764399.1	Acinetobacter baumannii strain S11.1 16S ribosomal RNA gene, partial sequence
KJ761240.1	Uncultured eukaryote clone SGYX1519 18S ribosomal RNA gene, partial sequence
XM_045384589.1	PREDICTED: Macaca fascicularis golgin subfamily A member 6A-like (LOC107128922), transcript variant X32, mRNA
XM_005570758.3	PREDICTED: Macaca fascicularis tubulin alpha 1c (TUBA1C), transcript variant X2, mRNA
XM_045377179.1	PREDICTED: Macaca fascicularis peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (LOC102146981), mRNA
XM_041579056.1	PREDICTED: Xenopus laevis gastrula zinc finger protein XlCGF28.1-like (LOC108705735), mRNA
XR_006606579.1	PREDICTED: Mustela putorius furo 28S ribosomal RNA (LOC123391897), rRNA
NR_121555.1	Toxicocladosporium posoqueriae CPC 19305 ITS region; from TYPE material
KJ732862.1	Methylarcula sp. CUA-772 16S ribosomal RNA gene, partial sequence
XR_006699774.1	PREDICTED: Macaca fascicularis uncharacterized LOC123566768 (LOC123566768), transcript variant X34, ncRNA
OU342721.1	Taurulus bubalis genome assembly, chromosome: 11
AF030453.1	Homo sapiens chromosome 7 clone PAC 76h2 map 7q22, complete sequence
4V8P_F1	Chain F1, 26S RRNA
XR_004951796.1	PREDICTED: Rousettus aegyptiacus 5S ribosomal RNA (LOC118604742), rRNA
NR_122011.1	Paenibacillus sabinae strain T27 23S ribosomal RNA, complete sequence
NG_022183.2	Homo sapiens zinc finger protein 532 pseudogene (LOC399783) on chromosome 10
XR_005240783.1	PREDICTED: Chlorocebus sabaeus small nucleolar RNA SNORA54 (LOC119624627), ncRNA
HQ012159.1	Homo sapiens isolate MA105 mitochondrion, complete genome
NM_001302509.2	Homo sapiens matrix metallopeptidase 2 (MMP2), transcript variant 4, mRNA
LC664134.1	Saccharomyces cerevisiae RGJ3 gene for 26S rRNA, partial sequence
HQ750633.1	Uncultured organism clone ELU0029-T142-S-NIPCRAMgANa_000442 small subunit ribosomal RNA gene, partial sequence
FP885534.9	Human DNA sequence from clone RP11-687L3 on chromosome 6, complete sequence
AC109322.16	Homo sapiens chromosome 8, clone CTD-3065J16, complete sequence
AC198620.4	Pan troglodytes BAC clone CH251-609N9 from chromosome 7, complete sequence
AC207026.3	Pongo abelii BAC clone CH276-157D24 from chromosome unknown, complete sequence
JQ933019.1	Aotus lemurinus marker 240 genomic sequence
AC212178.4	Macaca mulatta BAC CH250-168I20 (Children's Hospital Oakland Research Institute Rhesus macaque Adult Male BAC Library) complete sequence
CP084736.1	Gordonia sp. WA4-43 chromosome, complete genome
CP060351.1	[Candida] auris strain B12342 chromosome 6
JN909696.1	Uncultured microorganism clone GF13U7304JLR4S 16S ribosomal RNA gene, partial sequence
XM_008012631.2	PREDICTED: Chlorocebus sabaeus caveolae associated protein 1 (CAVIN1), mRNA
KF175211.1	Homo sapiens clone p_4 nuclear pore complex-interacting protein (NPIP) pseudogene mRNA, partial sequence
FJ973378.1	Bigelowiella sp. RCC337 strain RCC 337 28S ribosomal RNA gene, partial sequence
AB753961.1	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS25m_81
XM_045383916.1	PREDICTED: Macaca fascicularis non-histone chromosomal protein HMG-14-like (LOC123571196), mRNA
MT277995.1	Uncultured fungus clone BKS:OTU108 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
HG328373.1	Chroomonas africana partial 28S rRNA gene
HQ119046.1	Uncultured bacterium isolate 1112865250811 16S ribosomal RNA gene, partial sequence
KJ891869.1	Synthetic construct Homo sapiens clone ccsbBroadEn_01263 PPP2R1A gene, encodes complete protein
NG_061106.1	Bradymyces oncorhynchi CCF 4369 18S rRNA gene, partial sequence; from TYPE material
XR_006073790.1	PREDICTED: Peromyscus maniculatus bairdii 5S ribosomal RNA (LOC121830573), rRNA
XR_006149831.1	PREDICTED: Dipodomys spectabilis 5S ribosomal RNA (LOC122120927), rRNA
OK054349.1	Vahlkampfia sp. isolate Iraq internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
JQ000403.1	Marsupialichus brasiliensis voucher UMMZ BMOC 06-0116-001 AD570 28S ribosomal RNA gene, partial sequence
KJ563853.1	Uncultured bacterium clone SA57 16S ribosomal RNA gene, partial sequence
HG818278.1	Uncultured bacterium partial 16S rRNA gene, clone EBP0679
XM_045374444.1	PREDICTED: Macaca fascicularis talin 1 (TLN1), transcript variant X7, mRNA
XR_006689524.1	PREDICTED: Macaca fascicularis uncharacterized LOC123566856 (LOC123566856), ncRNA
HG790597.1	TPA: Rhodobacter sphaeroides ATCC 17025 transfer-messenger mRNA Rhodo_sphae_17025, two-piece tmRNA, Coding RNA
AC124298.4	Homo sapiens chromosome 8, clone RP11-114J10, complete sequence
AC023141.6	Homo sapiens BAC clone RP11-548K12 from 7, complete sequence
XM_015439573.2	PREDICTED: Macaca fascicularis transcription factor Dp-1 (TFDP1), transcript variant X3, mRNA
CP075140.1	Salmonella enterica strain CFSAN044865 chromosome, complete genome
AC161440.9	Mus musculus chromosome 7, clone RP23-309B10, complete sequence
XM_005546077.3	PREDICTED: Macaca fascicularis COMM domain containing 2 (COMMD2), mRNA
XM_045385381.1	PREDICTED: Macaca fascicularis ABI family member 3 binding protein (LOC102130957), transcript variant X33, mRNA
LR994077.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate ASV_760
6AHR_A	Chain A, H1 RNA
XM_004660140.2	PREDICTED: Jaculus jaculus ras homolog family member Q (Rhoq), mRNA
JX241521.1	Bryum caespiticium 25S ribosomal RNA gene, partial sequence
XR_006149839.1	PREDICTED: Dipodomys spectabilis 5S ribosomal RNA (LOC122120935), rRNA
AC027612.6	Homo sapiens BAC clone RP11-165D20 from 2, complete sequence
CP085106.1	Clavibacter michiganensis subsp. michiganensis strain CMM84 chromosome, complete genome
XR_005050120.1	PREDICTED: Oncorhynchus mykiss 18S ribosomal RNA (LOC118962854), rRNA
AB097047.1	Homo sapiens mRNA for putative MAPK activating protein, complete cds, clone: PM23
XM_005581869.3	PREDICTED: Macaca fascicularis phosphoglucomutase 5 (PGM5), transcript variant X1, mRNA
DQ378000.1	Astyra abyssi 18S ribosomal RNA gene, complete sequence
OK584327.1	Staphylococcus sp. strain H05 16S ribosomal RNA gene, partial sequence
CP066042.1	Staphylococcus saccharolyticus strain FDAARGOS_1074 chromosome, complete genome
JN855456.1	Uncultured bacterium clone 0692 16S ribosomal RNA gene, partial sequence
NG_008254.1	Homo sapiens fibulin 5 (FBLN5), RefSeqGene (LRG_364) on chromosome 14
OL829909.1	Leuconostoc mesenteroides strain E11 16S ribosomal RNA gene, partial sequence
FJ577814.1	Uncultured metazoan clone Ivry17 18S ribosomal RNA gene, partial sequence
AK097690.1	Homo sapiens cDNA FLJ40371 fis, clone TESTI2034931, highly similar to Cofilin-1
AC154257.2	Mus musculus BAC clone RP24-211E15 from chromosome 13, complete sequence
AC025469.6	Homo sapiens chromosome 5 clone CTD-2380K1, complete sequence
AC190307.6	Rhesus Macaque BAC CH250-6L10 () complete sequence
NR_036570.1	Homo sapiens STAG3L5P-PVRIG2P-PILRB readthrough (STAG3L5P-PVRIG2P-PILRB), transcript variant 2, long non-coding RNA
AP000866.4	Homo sapiens genomic DNA, chromosome 11q, clone:RP11-677M14, complete sequence
MW767935.1	Uncultured delta proteobacterium clone MMP2 SS clone 24 16S ribosomal RNA gene, partial sequence
OL801349.1	Aspergillus flavus isolate CBPFEAF1 small subunit ribosomal RNA gene, partial sequence
BC002735.2	Homo sapiens cDNA clone IMAGE:3627724, containing frame-shift errors
GU926292.1	Uncultured bacterium clone F5K2Q4C04I959G 23S ribosomal RNA gene, partial sequence
XR_006716980.1	PREDICTED: Leopardus geoffroyi uncharacterized LOC123607916 (LOC123607916), transcript variant X3, ncRNA
GQ130138.1	Uncultured fungus clone LSU-Rg6-ctw-4fm large subunit ribosomal RNA gene, partial sequence
AC157088.2	Pan troglodytes BAC clone CH251-497H13 from chromosome unknown, complete sequence
CP004353.1	Corynebacterium vitaeruminis DSM 20294, complete genome
GU324929.1	Homo sapiens tropomyosin 1 (alpha) isoform 5 (TPM1) gene, complete cds, alternatively spliced
GU925269.1	Uncultured bacterium clone F5K2Q4C04I4KML 23S ribosomal RNA gene, partial sequence
GQ130140.1	Uncultured fungus clone LSU-Rg7-ctw-6fm large subunit ribosomal RNA gene, partial sequence
AC127362.6	Homo sapiens BAC clone RP11-1422M20 from chromosome unknown, complete sequence
CP002917.1	Corynebacterium variabile DSM 44702, complete genome
NG_033830.1	Homo sapiens heterogeneous nuclear ribonucleoprotein A1 (HNRNPA1), RefSeqGene on chromosome 12
XR_006268774.1	PREDICTED: Cervus canadensis 18S ribosomal RNA (LOC122439035), rRNA
OL415581.1	Flavobacterium sp. LB-N7 16S ribosomal RNA gene, partial sequence
AC188671.3	Pan troglodytes BAC clone CH251-309M2 from chromosome 7, complete sequence
GU980321.1	Frankliniella occidentalis voucher UCD 206070 28S ribosomal RNA gene, partial sequence
XR_006248422.1	PREDICTED: Puntigrus tetrazona 28S ribosomal RNA (LOC122332072), rRNA
LS423617.1	Anas platyrhynchos genome assembly, chromosome: 7
GU925064.1	Uncultured bacterium clone F5K2Q4C04I41FM 23S ribosomal RNA gene, partial sequence
NG_009249.1	Homo sapiens natriuretic peptide receptor 2 (NPR2), RefSeqGene on chromosome 9
CR382137.2	Debaryomyces hansenii CBS767 chromosome E complete sequence
JN391961.1	Uncultured bacterium clone Q7226-HYSO 16S ribosomal RNA gene, partial sequence
XM_045377165.1	PREDICTED: Macaca fascicularis heterogeneous nuclear ribonucleoprotein A1 like 2 (HNRNPA1L2), mRNA
CP082302.1	Mycolicibacterium austroafricanum strain MYC223 chromosome
AC072052.6	Homo sapiens BAC clone CTD-2195F21 from 7, complete sequence
AB169824.1	Macaca fascicularis brain cDNA, clone: QflA-12361, similar to human destrin (actin depolymerizing factor) (DSTN), mRNA, RefSeq: NM_006870.2
AK293245.1	Homo sapiens cDNA FLJ55510 complete cds, highly similar to Suppression of tumorigenicity 5
XR_005764932.1	PREDICTED: Aegilops tauschii subsp. strangulata 28S ribosomal RNA (LOC120970201), rRNA
AC147383.4	Pan troglodytes BAC clone RP43-157C2 from chromosome 7, complete sequence
AL512600.5	Human DNA sequence from clone RP11-452A14 on chromosome 6, complete sequence
NR_109997.1	Homo sapiens PRKAR2A antisense RNA 1 (PRKAR2A-AS1), transcript variant 2, long non-coding RNA
NG_021318.1	Homo sapiens trimethyllysine hydroxylase, epsilon (TMLHE), RefSeqGene on chromosome X; nuclear gene for mitochondrial product
CP069319.1	Kosakonia cowanii strain Pa82 chromosome, complete genome
AC091812.4	Homo sapiens BAC clone RP11-613E4 from 7, complete sequence
OL657046.1	Fusarium sp. isolate GG3 large subunit ribosomal RNA gene, partial sequence
KJ707398.1	Uncultured bacterium clone QKAB2ZF051 16S ribosomal RNA gene, partial sequence
AC007620.30	Homo sapiens 3 BAC RP11-145M9 (Roswell Park Cancer Institute Human BAC Library) complete sequence
OV170230.1	Brenthis ino genome assembly, chromosome: 10
AF534995.1	Haliotis tuberculata 18S ribosomal RNA gene, partial sequence
JQ967332.1	Spumella sp. CH3 18S ribosomal RNA gene, partial sequence
KF109638.1	Uncultured bacterium clone nck334d02c1 16S ribosomal RNA gene, partial sequence
AY137172.1	Cercopagis pengoi clone B 18S ribosomal RNA gene, partial sequence
OU939304.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus00598
AC105941.2	Homo sapiens chromosome 1 clone RP11-382E9, complete sequence
XM_045399612.1	PREDICTED: Macaca fascicularis DNA cross-link repair 1C (DCLRE1C), transcript variant X7, mRNA
KF101857.1	Uncultured bacterium clone ncd2726c01c1 16S ribosomal RNA gene, partial sequence
AC007014.1	Homo sapiens chromosome 16 clone 66H6, complete sequence
AP001205.3	Homo sapiens genomic DNA, chromosome 8q23, clone: KB1083B1, complete sequence
KF791110.1	Uncultured bacterium clone 27-BS117 16S ribosomal RNA gene, partial sequence
HM332362.1	Uncultured bacterium clone ncd983a12c1 16S ribosomal RNA gene, partial sequence
AC210845.4	Pongo abelii BAC clone CH276-72J16 from chromosome unknown, complete sequence
HQ094577.1	Uncultured Acidovorax sp. clone F5OHPNU07H9WVV 16S ribosomal RNA gene, partial sequence
AK090585.1	Homo sapiens cDNA FLJ33266 fis, clone ASTRO2007047
NM_001387685.1	Homo sapiens POM121 transmembrane nucleoporin (POM121), transcript variant 5, mRNA
XM_045388346.1	PREDICTED: Macaca fascicularis G protein subunit beta 1 (GNB1), transcript variant X3, mRNA
KJ897147.1	Synthetic construct Homo sapiens clone ccsbBroadEn_06541 LTBP2 gene, encodes complete protein
KJ600562.1	Uncultured Azoarcus sp. clone N-05Biofilm066 16S ribosomal RNA gene, partial sequence
AF093117.1	Homo sapiens chromosome 7qtelo BAC E3, complete sequence
MW381375.1	Flabellinia sp. clone bfe5a776ab553a620992d62dc3a9a685 small subunit ribosomal RNA gene, partial sequence
KC907113.1	Uncultured bacterium clone S222 16S ribosomal RNA gene, partial sequence
GU924682.1	Uncultured bacterium clone F5K2Q4C04JCNQF 23S ribosomal RNA gene, partial sequence
GU926416.1	Uncultured bacterium clone F5K2Q4C04I7W5A 23S ribosomal RNA gene, partial sequence
AP001745.1	Homo sapiens genomic DNA, chromosome 21q, section 89/105
KJ892588.1	Synthetic construct Homo sapiens clone ccsbBroadEn_01982 EIF3C gene, encodes complete protein
XM_045377651.1	PREDICTED: Macaca fascicularis TAR DNA-binding protein 43 (LOC123569967), transcript variant X2, mRNA
CP063358.1	Stutzerimonas stutzeri strain ZDHY95 chromosome, complete genome
JQ733447.1	Simplicillium sp. ES108 small subunit ribosomal RNA gene, partial sequence
HM988868.1	Uncultured bacterium clone D005-O15 16S ribosomal RNA gene, partial sequence
AC193771.2	Pan troglodytes BAC clone CH251-272H6 from chromosome 17, complete sequence
AC206926.3	Pongo abelii BAC clone CH276-258E19 from chromosome unknown, complete sequence
XM_005539590.3	PREDICTED: Macaca fascicularis AT-hook containing transcription factor 1 (AHCTF1), transcript variant X1, mRNA
CP078105.1	Microbacterium sp. E22 chromosome, complete genome
AC079796.5	Homo sapiens BAC clone RP11-612L3 from 7, complete sequence
