sseqid	sseq_name
KAI2568788.1	PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Homo sapiens]
AGF25288.1	PAFAH1B1 protein, partial [Sus scrofa]
KAF3832708.1	hypothetical protein F7725_026373 [Dissostichus mawsoni]
XP_004431209.2	PREDICTED: oxidative stress-induced growth inhibitor 2 [Ceratotherium simum simum]
XP_016120358.1	PREDICTED: interleukin enhancer-binding factor 2 homolog, partial [Sinocyclocheilus grahami]
XP_024094687.1	uncharacterized protein LOC112130333 [Pongo abelii]
NP_001356690.1	zinc finger protein 28 isoform 2 [Homo sapiens]
EAW74027.1	eukaryotic translation elongation factor 1 gamma, isoform CRA_e [Homo sapiens]
XP_006219530.1	17-beta-hydroxysteroid dehydrogenase type 6-like [Vicugna pacos]
NP_005122.2	THO complex subunit 1 [Homo sapiens]
PNJ64140.1	NECTIN3 isoform 6, partial [Pongo abelii]
NRK38641.1	No_Species
XP_012980754.2	zinc finger protein 709 isoform X2 [Mesocricetus auratus]
KAI2521806.1	egl-9 family hypoxia inducible factor 1, partial [Homo sapiens]
CAD1468111.1	unnamed protein product [Heterotrigona itama]
MBO8759756.1	No_Species
XP_008950010.1	uncharacterized protein LOC103782919 [Pan paniscus]
XP_043827806.1	LOW QUALITY PROTEIN: PRELI domain-containing protein 1, mitochondrial-like [Dromiciops gliroides]
PNJ44178.1	OSGIN2 isoform 3 [Pongo abelii]
VCW53752.1	unnamed protein product, partial [Gulo gulo]
CAH1261812.1	Hypp2459 [Branchiostoma lanceolatum]
XP_012864292.1	PREDICTED: soluble calcium-activated nucleotidase 1 [Dipodomys ordii]
XP_047290164.1	polycystin-1 isoform X1 [Homo sapiens]
XP_009988500.1	PREDICTED: histone H1-like, partial [Tauraco erythrolophus]
XP_032612398.1	lysine-specific demethylase 6A isoform X8 [Hylobates moloch]
XP_012584042.1	PREDICTED: pyruvate kinase PKM isoform X2 [Condylura cristata]
WP_198847428.1	polyphosphate kinase 1 [Acidovorax sp. IB03]
XP_043837966.1	LOW QUALITY PROTEIN: GTPase-activating protein and VPS9 domain-containing protein 1 [Dromiciops gliroides]
XP_037853284.1	LOW QUALITY PROTEIN: uncharacterized protein LOC119624188, partial [Chlorocebus sabaeus]
ABM55215.1	SRF, partial [Macaca mulatta]
XP_021527358.1	brain protein I3 isoform X2 [Aotus nancymaae]
XP_017707396.1	PREDICTED: filaggrin-2-like [Rhinopithecus bieti]
XP_032727428.1	nuclear receptor subfamily 1 group D member 1 isoform X1 [Lontra canadensis]
XP_012416811.1	PREDICTED: LOW QUALITY PROTEIN: 60S ribosomal protein L3 [Odobenus rosmarus divergens]
MBL1592194.1	No_Species
XP_011522152.1	lethal(2) giant larvae protein homolog 1 isoform X2 [Homo sapiens]
KAF6299344.1	PHD finger protein 12 [Rhinolophus ferrumequinum]
XP_024210314.1	ankyrin repeat domain-containing protein 36A isoform X4 [Pan troglodytes]
XP_039326910.1	ADP-ribosylation factor 1-like [Saimiri boliviensis boliviensis]
KAI2516084.1	histone deacetylase 1, partial [Homo sapiens]
XP_050652038.1	zinc finger protein 592 isoform X2 [Macaca thibetana thibetana]
PNJ32613.1	SCFD1 isoform 5 [Pongo abelii]
XP_035169182.1	tubulin alpha chain-like [Oxyura jamaicensis]
XP_032016445.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 isoform X1 [Hylobates moloch]
RUS68931.1	hypothetical protein EGW08_023307 [Elysia chlorotica]
KAF7274897.1	hypothetical protein GWI33_012444 [Rhynchophorus ferrugineus]
PNI65833.1	OAF isoform 2 [Pan troglodytes]
XP_005398466.1	PREDICTED: zinc finger protein 703 [Chinchilla lanigera]
PNI41027.1	NLN isoform 10 [Pan troglodytes]
AGC10094.1	beta-actin, partial [Tachycineta meyeni]
KAI2575528.1	zinc finger AN1-type containing 6, partial [Homo sapiens]
AAC02803.1	ODC antizyme-ORF2, partial [Homo sapiens]
XP_022093994.1	uncharacterized protein LOC110981078 [Acanthaster planci]
KAF1676900.1	Phosphoglycerate mutase 1, partial [Pygoscelis papua]
XP_028721865.1	RING-box protein 2 isoform X2 [Peromyscus leucopus]
EHH59888.1	hypothetical protein EGM_10107 [Macaca fascicularis]
MCP6497670.1	No_Species
XP_015740846.1	forkhead box protein P4 isoform X4 [Coturnix japonica]
XP_014186005.1	kinesin-like protein KIF1C, partial [Haplochromis burtoni]
XP_008936795.1	PREDICTED: cdc42 effector protein 2-like, partial [Merops nubicus]
2PKG_C	Chain C, Small T antigen
NP_001032403.1	cleavage stimulation factor subunit 3 isoform 3 [Mus musculus]
XP_023051518.1	splicing regulatory glutamine/lysine-rich protein 1 isoform X1 [Piliocolobus tephrosceles]
P86208.1	RecName: Full=T-complex protein 1 subunit alpha; Short=TCP-1-alpha; AltName: Full=CCT-alpha
XP_030668948.1	C4b-binding protein beta chain isoform X3 [Nomascus leucogenys]
KAG6929287.1	acidic nuclear phosphoprotein 32 family member E, partial [Chelydra serpentina]
KAG8519487.1	Afadin- and alpha-actinin-binding protein, partial [Galemys pyrenaicus]
XP_002648286.1	Protein CBG24443 [Caenorhabditis briggsae]
XP_012981745.1	55 kDa erythrocyte membrane protein isoform X1 [Mesocricetus auratus]
2AWG_A	Chain A, kDa FK-506 binding protein
QGY64405.1	capsid protein IX [Human mastadenovirus C]
XP_036300295.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 isoform X1 [Pipistrellus kuhlii]
KAF7475255.1	hypothetical protein GHT09_013919 [Marmota monax]
XP_025146535.1	RING-box protein 2 isoform X3 [Bubalus bubalis]
AFC97395.1	translation elongation factor 1a, partial [Arachniotus desertorum]
BAB71043.1	unnamed protein product [Homo sapiens]
AAD14180.1	voltage-dependent anion channel, partial (mitochondrion) [Homo sapiens]
XP_044925606.1	LOW QUALITY PROTEIN: ligand of Numb protein X 2-like [Mustela putorius furo]
WP_166488972.1	annexin, partial [Escherichia coli]
KAG9332947.1	hypothetical protein JZ751_013976 [Albula glossodonta]
KAF6083489.1	voltage dependent anion channel 1 [Phyllostomus discolor]
KAF6508296.1	SSX family member 2 interacting protein [Rousettus aegyptiacus]
XP_025874316.1	RING-box protein 2 isoform X4 [Vulpes vulpes]
AFG30268.1	elongation factor 1-alpha, partial [Camponotus sp. AEAM]
PNJ08558.1	LMAN2L isoform 2 [Pongo abelii]
CAF4587857.1	unnamed protein product, partial [Rotaria magnacalcarata]
KAB1261677.1	Zinc finger and BTB domain-containing protein 9 [Camelus dromedarius]
XP_047290165.1	polycystin-1 isoform X2 [Homo sapiens]
AAO27795.1	FK506-binding protein 8 [Mus musculus]
AAH31054.2	OSGIN2 protein, partial [Homo sapiens]
DAA15279.1	TPA: hypothetical protein BOS_23223 [Bos taurus]
BAE90759.1	unnamed protein product [Macaca fascicularis]
XP_045237746.1	uncharacterized protein LOC123570480 [Macaca fascicularis]
NP_001295369.1	zinc finger protein 28 homolog isoform 2 [Homo sapiens]
KAF6313422.1	ribosomal protein L14 [Rhinolophus ferrumequinum]
XP_037852223.1	lysophospholipid acyltransferase 7-like, partial [Chlorocebus sabaeus]
KAH9952278.1	histone-fold-containing protein [Russula compacta]
XP_050003950.1	nuclear pore complex protein Nup205 [Microtus fortis]
XP_012592314.1	chordin isoform X4 [Microcebus murinus]
XP_040197427.1	lissencephaly-1 homolog [Rana temporaria]
BAC56545.1	similar to peroxiredoxin 1, partial [Bos taurus]
XP_031993176.1	leucine-rich repeat-containing protein 42 [Hylobates moloch]
MCH1932618.1	No_Species
XP_005573847.1	PREDICTED: SOSS complex subunit B2 isoform X2 [Macaca fascicularis]
NP_065753.2	myogenesis-regulating glycosidase [Homo sapiens]
XP_034794954.1	uncharacterized protein LOC100986229 isoform X1 [Pan paniscus]
XP_019809083.1	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein 703 [Bos indicus]
ABC59730.1	beta-actin, partial [Urocitellus parryii]
AAH41793.2	KLHDC3 protein [Homo sapiens]
AAB05258.1	beta-actin, partial [Cervus elaphus]
CBY23085.1	unnamed protein product [Oikopleura dioica]
ADE06368.1	D-E-A-D box polypeptide 3, partial [Microtus arvalis]
XP_016106639.1	PREDICTED: xylosyltransferase 2-like [Sinocyclocheilus grahami]
XP_024210333.1	ankyrin repeat domain-containing protein 36B isoform X21 [Pan troglodytes]
ABQ22541.1	E3 ubiquitin protein ligase RNF167 precursor-like protein, partial [Callithrix jacchus]
CAA3011022.1	histone deacetylase [Olea europaea subsp. europaea]
KAI2574494.1	annexin A2, partial [Homo sapiens]
EQB78092.1	hypothetical protein CB1_000590060 [Camelus ferus]
KAE9386831.1	hypothetical protein BT96DRAFT_838638, partial [Gymnopus androsaceus JB14]
XP_043731488.1	mucin-1-like [Cervus elaphus]
XP_024783545.2	transmembrane protein 18 isoform X2 [Pan paniscus]
pir|A55991|	effector cell proteinase receptor 1 splice form 1b - human
CAD7685765.1	unnamed protein product [Nyctereutes procyonoides]
EHH63057.1	hypothetical protein EGM_15951, partial [Macaca fascicularis]
XP_039698978.1	N-alpha-acetyltransferase 50 isoform X3 [Pteropus giganteus]
XP_036848219.1	ataxin-2-like protein isoform X21 [Manis javanica]
ETW55344.1	hypothetical protein PFUGPA_02659 [Plasmodium falciparum Palo Alto/Uganda]
KAF6475379.1	nectin cell adhesion molecule 3 [Rousettus aegyptiacus]
NP_001303657.1	E3 ubiquitin-protein ligase RNF167 isoform 2 [Mus musculus]
KAI2527660.1	selenocysteine lyase [Homo sapiens]
XP_002643903.2	Protein CBG02163 [Caenorhabditis briggsae]
KAG7247700.1	hypothetical protein CRUP_038359, partial [Coryphaenoides rupestris]
CAG33531.1	FLJ20847 [Homo sapiens]
PNI32692.1	ZFAND6 isoform 20, partial [Pan troglodytes]
XP_021500552.1	histone H4-like [Meriones unguiculatus]
KAG5830157.1	hypothetical protein ANANG_G00315690 [Anguilla anguilla]
XP_007436981.1	ERI1 exoribonuclease 3-like, partial [Python bivittatus]
MCE7766558.1	No_Species
XP_017743890.1	PREDICTED: zinc finger protein 709 [Rhinopithecus bieti]
KAF6330820.1	RAB7A, member RAS oncogene family [Myotis myotis]
NEH12566.1	No_Species
AAA69700.1	unknown, partial [Homo sapiens]
MBW00998.1	No_Species
XP_009082449.1	PREDICTED: lissencephaly-1 homolog, partial [Acanthisitta chloris]
SCV67385.1	BQ2448_6031 [Microbotryum intermedium]
XP_048189464.1	40S ribosomal protein S4, X isoform-like [Perognathus longimembris pacificus]
XP_007892030.1	RING-box protein 2 isoform X2 [Callorhinchus milii]
KAI2575462.1	proteasome 20S subunit alpha 4 [Homo sapiens]
AAA53571.1	protein p84 [Homo sapiens]
KAI2527659.1	selenocysteine lyase [Homo sapiens]
KAI2582112.1	PHD finger protein 12 [Homo sapiens]
CAG5096770.1	Oidioi.mRNA.OKI2018_I69.XSR.g14771.t1.cds [Oikopleura dioica]
XP_012785322.1	serine/threonine-protein phosphatase PGAM5, mitochondrial [Ochotona princeps]
EPQ11241.1	Methyltransferase-like protein 16 [Myotis brandtii]
KAB0391362.1	hypothetical protein E2I00_010694 [Balaenoptera physalus]
OWK08411.1	hypothetical protein Celaphus_00010969, partial [Cervus elaphus hippelaphus]
ELW64028.1	T-complex protein 1 subunit eta [Tupaia chinensis]
WP_202633567.1	hypothetical protein, partial [Citrobacter braakii]
EDL89261.1	secretory carrier membrane protein 4, isoform CRA_d [Rattus norvegicus]
WP_141553109.1	hypothetical protein, partial [Bacillus cereus]
XP_011945700.1	PREDICTED: uncharacterized protein LOC105599788 [Cercocebus atys]
XP_008011275.1	baculoviral IAP repeat-containing protein 5 isoform X2 [Chlorocebus sabaeus]
BAG61939.1	unnamed protein product [Homo sapiens]
XP_005261074.1	SR-related and CTD-associated factor 4 isoform X3 [Homo sapiens]
XP_009950922.1	PREDICTED: transmembrane protein 245-like [Leptosomus discolor]
CCQ43701.1	alternative protein VPS33A [Homo sapiens]
XP_023784149.1	cleavage stimulation factor subunit 3-like [Cyanistes caeruleus]
NWU72143.1	No_Species
BAL04462.1	hexosaminidase A, partial [Homo sapiens]
XP_006884982.1	PREDICTED: uncharacterized protein LOC102849576 [Elephantulus edwardii]
AAU87499.1	nerve growth factor receptor, partial [Macaca mulatta]
CAF4672452.1	unnamed protein product, partial [Rotaria magnacalcarata]
XP_028020219.1	egl nine homolog 1 isoform X4 [Balaenoptera acutorostrata scammoni]
XP_011832093.1	PREDICTED: hematological and neurological expressed 1 protein isoform X3 [Mandrillus leucophaeus]
PNI20936.1	DDX3X isoform 15, partial [Pan troglodytes]
AAS86200.1	phosphoribosylaminoimidazole carboxylase, partial [Bos taurus]
XP_047279203.1	epididymal-specific lipocalin-12 isoform X3 [Homo sapiens]
KJA11344.1	polyphosphate kinase [Acidovorax temperans]
KKY96087.1	hypothetical protein YC98_23950, partial [Vibrio parahaemolyticus]
XP_011822396.1	PREDICTED: putative RNA-binding protein Luc7-like 1 [Mandrillus leucophaeus]
XP_035143224.1	striatin-4 isoform X1 [Callithrix jacchus]
AAG09680.1	cd003 protein [Homo sapiens]
XP_011939620.1	PREDICTED: uncharacterized protein LOC105596802 [Cercocebus atys]
XP_030673424.1	myogenesis-regulating glycosidase [Nomascus leucogenys]
XP_018873118.2	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 isoform X1 [Gorilla gorilla gorilla]
XP_049995723.1	nucleophosmin-like, partial [Microtus fortis]
EAW86746.1	lysophospholipase I, isoform CRA_d, partial [Homo sapiens]
XP_038166358.1	elongation factor 1-gamma-like [Arvicola amphibius]
BAG61671.1	unnamed protein product [Homo sapiens]
XP_008989196.1	ubiquitin carboxyl-terminal hydrolase 22 isoform X2 [Callithrix jacchus]
MBU5889533.1	No_Species
KAI2547109.1	serrate, RNA effector molecule, partial [Homo sapiens]
XP_042523080.1	soluble calcium-activated nucleotidase 1 [Dipodomys spectabilis]
ABV03887.1	ornithine decarboxylase antizyme 1, partial [Ornithorhynchus anatinus]
WP_204777108.1	hypothetical protein, partial [Limosilactobacillus alvi]
ELK01877.1	Bleomycin hydrolase [Pteropus alecto]
XP_011792974.1	PREDICTED: acyl-protein thioesterase 1 [Colobus angolensis palliatus]
XP_016883906.1	SR-related and CTD-associated factor 4 isoform X5 [Homo sapiens]
KAB1270404.1	17-beta-hydroxysteroid dehydrogenase type 6 [Camelus dromedarius]
AMZ80336.1	SHLP1 [Homo sapiens]
BAE89593.1	unnamed protein product [Macaca fascicularis]
BAG62186.1	unnamed protein product [Homo sapiens]
XP_044102912.1	peroxiredoxin-1-like [Neogale vison]
XP_010183305.1	PREDICTED: wiskott-Aldrich syndrome protein family member 1-like, partial [Mesitornis unicolor]
AAG13402.1	topoisomerase II beta-2, partial [Gallus gallus]
NRJ27964.1	No_Species
EAW72200.1	leukocyte receptor cluster (LRC) member 4, isoform CRA_b [Homo sapiens]
KAF3842309.1	hypothetical protein F7725_024260 [Dissostichus mawsoni]
XP_050659129.1	protein tyrosine phosphatase type IVA 1-like isoform X1 [Macaca thibetana thibetana]
XP_050659131.1	protein tyrosine phosphatase type IVA 1-like isoform X3 [Macaca thibetana thibetana]
WP_214430247.1	hypothetical protein, partial [Escherichia coli]
NWT92924.1	No_Species
XP_011890218.1	PREDICTED: nucleolar and spindle-associated protein 1 isoform X2 [Cercocebus atys]
EHH24172.1	hypothetical protein EGK_07783, partial [Macaca mulatta]
PNI93477.1	SSH3 isoform 12 [Pan troglodytes]
EDL31525.1	secretory carrier membrane protein 4, isoform CRA_b [Mus musculus]
OWK05136.1	CNN3 [Cervus elaphus hippelaphus]
KFQ38773.1	Vacuolar protein sorting-associated protein 29, partial [Mesitornis unicolor]
CAF2086653.1	unnamed protein product [Brassica napus]
KAF6360459.1	phosphoglycerate kinase 1 [Myotis myotis]
XP_015740844.1	forkhead box protein P4 isoform X2 [Coturnix japonica]
AAF28273.1	large t antigen, partial [Betapolyomavirus macacae]
WP_135752795.1	RBD-like domain-containing protein [Leptospira yasudae]
BAE89317.1	unnamed protein product [Macaca fascicularis]
NP_001356695.1	zinc finger protein 28 isoform 7 [Homo sapiens]
XP_042748714.1	delta-1-pyrroline-5-carboxylate synthase-like [Lagopus leucura]
XP_025223264.1	uncharacterized protein LOC112612667 [Theropithecus gelada]
6XAT_A	Chain A, FOXP4 protein
PNI82901.1	CCNI isoform 2, partial [Pan troglodytes]
XP_012592311.1	chordin isoform X1 [Microcebus murinus]
NP_001278930.1	serum response factor isoform 2 [Homo sapiens]
XP_025747851.1	calcium load-activated calcium channel-like [Callorhinus ursinus]
AAA57127.1	effector cell protease receptor-1, partial [Homo sapiens]
GAW01712.1	40S ribosomal protein S6 [Lentinula edodes]
XP_044632646.1	uncharacterized protein LOC123288311 [Equus asinus]
XP_016810194.1	mediator of DNA damage checkpoint protein 1 isoform X1 [Pan troglodytes]
KAF6315533.1	transmembrane protein 245 [Myotis myotis]
XP_028706039.1	zinc finger protein 592 isoform X1 [Macaca mulatta]
XP_024649922.1	polycystin-1 [Macaca nemestrina]
AAH85009.1	MICAL3 protein, partial [Homo sapiens]
AHB60646.1	alpha-tubulin, partial [Channa striata]
MCP6198787.1	No_Species
AYE92802.1	DBY, partial [Canis lupus lycaon]
PNI99617.1	NUP205 isoform 7, partial [Pan troglodytes]
NP_076922.1	homeobox protein Hox-B9 [Homo sapiens]
EDM04595.1	ADP-ribosylation factor 1, isoform CRA_a [Rattus norvegicus]
EHH22219.1	hypothetical protein EGK_05444 [Macaca mulatta]
XP_036208259.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 isoform X1 [Myotis myotis]
WP_222949772.1	reverse transcriptase domain-containing protein, partial [Listeria monocytogenes]
KAF3830682.1	hypothetical protein GH733_004501, partial [Mirounga leonina]
BAV89455.1	GTPase-activating protein and VPS9 domain-containing protein 1, partial [Dicrossus maculatus]
ABO14697.1	elongation factor 1 alpha, partial [Gadus morhua]
XP_007523564.1	PREDICTED: splicing regulatory glutamine/lysine-rich protein 1 isoform X6 [Erinaceus europaeus]
EAX01099.1	transmembrane protein 18, isoform CRA_c [Homo sapiens]
KAI2550890.1	poly(A) binding protein cytoplasmic 1, partial [Homo sapiens]
KYO29726.1	hypothetical protein Y1Q_0011196 [Alligator mississippiensis]
PNI92161.1	ZNF28 isoform 6 [Pan troglodytes]
ERE80332.1	putative egl nine-like protein [Cricetulus griseus]
XP_032612399.1	histone demethylase UTY isoform X9 [Hylobates moloch]
TKC35286.1	hypothetical protein EI555_006506, partial [Monodon monoceros]
XP_006153966.1	ATP synthase subunit O, mitochondrial [Tupaia chinensis]
KAI2518915.1	acidic nuclear phosphoprotein 32 family member E, partial [Homo sapiens]
XP_040196839.1	kinesin heavy chain isoform X2 [Rana temporaria]
XP_037855024.1	membrane-anchored junction protein isoform X1 [Chlorocebus sabaeus]
BAC56425.1	similar to elongation factor-1-gamma, partial [Bos taurus]
NP_001002032.1	jupiter microtubule associated homolog 1 isoform 2 [Homo sapiens]
XP_024099939.1	60S ribosomal protein L15 isoform X2 [Pongo abelii]
PNI36253.1	WNK1 isoform 11, partial [Pan troglodytes]
XP_048275782.1	chromodomain-helicase-DNA-binding protein 7 isoform X2 [Myodes glareolus]
KAF3819021.1	hypothetical protein GH733_013171 [Mirounga leonina]
TVY32391.1	hypothetical protein LSUB1_G007485, partial [Lachnellula subtilissima]
XP_019598406.1	PREDICTED: terminal uridylyltransferase 4 isoform X1 [Rhinolophus sinicus]
XP_012324801.1	myc-associated zinc finger protein-like, partial [Aotus nancymaae]
NWI68773.1	No_Species
XP_040824127.1	scm-like with four MBT domains protein 2 isoform X2 [Ochotona curzoniae]
KAG5452269.1	hypothetical protein CSKR_106695 [Clonorchis sinensis]
XP_026642461.1	chromodomain-helicase-DNA-binding protein 7 [Microtus ochrogaster]
AMZ80339.1	SHLP4 [Homo sapiens]
GBG57477.1	hypothetical protein SPFL3101_02826 [Sporomusaceae bacterium FL31]
PNI28240.1	IMPA2 isoform 11, partial [Pan troglodytes]
NP_001297077.1	nuclear pore complex-interacting protein family member B4 isoform a [Homo sapiens]
